q-num, P_1, P_5, map
1,1.0000,0.2000,0.0625
10,0.0000,0.0000,0.0000
100,1.0000,0.2000,0.3333
11,0.0000,0.0000,0.0000
12,0.0000,0.0000,0.0000
13,0.0000,0.0000,0.0000
14,0.0000,0.0000,0.0000
15,0.0000,0.0000,0.0000
16,0.0000,0.0000,0.0000
17,0.0000,0.0000,0.0000
18,0.0000,0.0000,0.0000
19,0.0000,0.0000,0.0000
2,1.0000,0.4000,0.2222
20,0.0000,0.0000,0.0000
21,0.0000,0.2000,0.0556
22,0.0000,0.0000,0.0000
23,0.0000,0.0000,0.0000
24,0.0000,0.0000,0.0000
25,0.0000,0.0000,0.0000
26,0.0000,0.0000,0.0000
27,0.0000,0.0000,0.0000
28,0.0000,0.4000,0.1389
29,0.0000,0.0000,0.0000
3,0.0000,0.0000,0.0000
30,0.0000,0.0000,0.0000
31,0.0000,0.0000,0.0000
32,0.0000,0.4000,0.0474
33,1.0000,0.6000,0.6500
34,0.0000,0.0000,0.0000
35,1.0000,0.4000,0.0600
36,0.0000,0.0000,0.0000
37,0.0000,0.2000,0.0833
38,0.0000,0.4000,0.1125
39,0.0000,0.0000,0.0000
4,0.0000,0.0000,0.0000
40,0.0000,0.0000,0.0000
41,1.0000,0.6000,0.1400
42,0.0000,0.0000,0.0000
43,0.0000,0.0000,0.0000
44,0.0000,0.0000,0.0000
45,0.0000,0.2000,0.0123
46,0.0000,0.0000,0.0000
47,0.0000,0.0000,0.0000
48,0.0000,0.0000,0.0000
49,0.0000,0.0000,0.0000
5,0.0000,0.0000,0.0000
50,0.0000,0.0000,0.0000
51,0.0000,0.0000,0.0000
52,0.0000,0.0000,0.0000
53,0.0000,0.2000,0.0333
54,0.0000,0.0000,0.0000
55,0.0000,0.0000,0.0000
56,0.0000,0.4000,0.2333
57,0.0000,0.0000,0.0000
58,0.0000,0.0000,0.0000
59,0.0000,0.0000,0.0000
6,0.0000,0.0000,0.0000
60,0.0000,0.0000,0.0000
61,0.0000,0.0000,0.0000
62,0.0000,0.0000,0.0000
63,0.0000,0.0000,0.0000
64,0.0000,0.0000,0.0000
65,0.0000,0.0000,0.0000
66,0.0000,0.0000,0.0000
67,0.0000,0.0000,0.0000
68,0.0000,0.0000,0.0000
69,0.0000,0.0000,0.0000
7,0.0000,0.0000,0.0000
70,1.0000,0.2000,0.1250
71,0.0000,0.0000,0.0000
72,0.0000,0.0000,0.0000
73,0.0000,0.2000,0.0625
74,0.0000,0.0000,0.0000
75,0.0000,0.0000,0.0000
76,0.0000,0.0000,0.0000
77,0.0000,0.2000,0.0143
78,0.0000,0.0000,0.0000
79,1.0000,0.6000,0.4583
8,0.0000,0.0000,0.0000
80,0.0000,0.0000,0.0000
81,0.0000,0.0000,0.0000
82,0.0000,0.0000,0.0000
83,1.0000,0.4000,0.0750
84,1.0000,0.4000,0.2381
85,0.0000,0.0000,0.0000
86,0.0000,0.6000,0.1792
87,0.0000,0.0000,0.0000
88,0.0000,0.0000,0.0000
89,0.0000,0.0000,0.0000
9,0.0000,0.0000,0.0000
90,0.0000,0.0000,0.0000
91,0.0000,0.2000,0.0217
92,0.0000,0.2000,0.0833
93,1.0000,0.4000,0.1556
94,0.0000,0.4000,0.0361
95,0.0000,0.4000,0.2778
96,0.0000,0.0000,0.0000
97,0.0000,0.2000,0.0667
98,0.0000,0.0000,0.0000
99,1.0000,0.4000,1.0000
